AnnoS;AteneoCOD;AteneoNOME;SESSO;Lau
2018;701;Aosta;F;168
2018;701;Aosta;M;57
2018;1001;Genova;F;3429
2018;1001;Genova;M;2605
2018;1201;Castellanza LIUC;F;287
2018;1201;Castellanza LIUC;M;453
2018;1202;Insubria;F;1038
2018;1202;Insubria;M;726
2018;1301;Novedrate e-Campus - telematica;F;1179
2018;1301;Novedrate e-Campus - telematica;M;1000
2018;1501;Milano;F;7140
2018;1501;Milano;M;4506
2018;1502;Milano Politecnico;F;4394
2018;1502;Milano Politecnico;M;7292
2018;1503;Milano Bocconi;F;2111
2018;1503;Milano Bocconi;M;2413
2018;1504;Milano Cattolica;F;6480
2018;1504;Milano Cattolica;M;3484
2018;1505;Milano IULM;F;1049
2018;1505;Milano IULM;M;374
2018;1508;Milano San Raffaele;F;357
2018;1508;Milano San Raffaele;M;228
2018;1509;Milano Bicocca;F;4486
2018;1509;Milano Bicocca;M;2588
2018;1510;Rozzano (MI) Humanitas University;F;19
2018;1510;Rozzano (MI) Humanitas University;M;3
2018;1601;Bergamo;F;2374
2018;1601;Bergamo;M;1155
2018;1701;Brescia;F;1196
2018;1701;Brescia;M;1308
2018;1801;Pavia;F;2572
2018;1801;Pavia;M;1896
2018;2101;Bolzano;F;486
2018;2101;Bolzano;M;217
2018;2201;Trento;F;1899
2018;2201;Trento;M;1804
2018;2301;Verona;F;3281
2018;2301;Verona;M;1603
2018;2701;Ca' Foscari Venezia;F;3591
2018;2701;Ca' Foscari Venezia;M;1659
2018;2702;Venezia Iuav;F;650
2018;2702;Venezia Iuav;M;602
2018;2801;Padova;F;6950
2018;2801;Padova;M;5773
2018;3001;Udine;F;1568
2018;3001;Udine;M;1372
2018;3201;Trieste;F;1719
2018;3201;Trieste;M;1246
2018;3401;Parma;F;2657
2018;3401;Parma;M;1892
2018;3601;Modena e Reggio Emilia;F;2520
2018;3601;Modena e Reggio Emilia;M;2123
2018;3701;Bologna;F;10316
2018;3701;Bologna;M;7929
2018;3801;Ferrara;F;1800
2018;3801;Ferrara;M;1279
2018;4101;Urbino;F;1652
2018;4101;Urbino;M;972
2018;4201;Marche;F;1488
2018;4201;Marche;M;1557
2018;4301;Macerata;F;1475
2018;4301;Macerata;M;462
2018;4302;Camerino;F;497
2018;4302;Camerino;M;448
2018;4801;Firenze;F;5405
2018;4801;Firenze;M;3504
2018;4804;Firenze IUL - telematica;F;35
2018;4804;Firenze IUL - telematica;M;9
2018;5001;Pisa;F;3899
2018;5001;Pisa;M;3500
2018;5201;Siena;F;1761
2018;5201;Siena;M;1174
2018;5202;Siena Stranieri;F;323
2018;5202;Siena Stranieri;M;68
2018;5401;Perugia;F;2568
2018;5401;Perugia;M;1740
2018;5403;Perugia Stranieri;F;140
2018;5403;Perugia Stranieri;M;72
2018;5601;Tuscia;F;802
2018;5601;Tuscia;M;804
2018;5801;Roma La Sapienza;F;10629
2018;5801;Roma La Sapienza;M;7342
2018;5802;Roma Tor Vergata;F;3086
2018;5802;Roma Tor Vergata;M;2863
2018;5803;Roma LUMSA;F;1021
2018;5803;Roma LUMSA;M;374
2018;5805;Roma LUISS;F;1206
2018;5805;Roma LUISS;M;1406
2018;5806;Roma Foro Italico;F;153
2018;5806;Roma Foro Italico;M;340
2018;5807;Roma Tre;F;3539
2018;5807;Roma Tre;M;2394
2018;5808;Roma Biomedico;F;269
2018;5808;Roma Biomedico;M;171
2018;5809;Roma UNINT;F;435
2018;5809;Roma UNINT;M;92
2018;5810;Roma Marconi - telematica;F;777
2018;5810;Roma Marconi - telematica;M;803
2018;5811;Roma UNITELMA - telematica;F;165
2018;5811;Roma UNITELMA - telematica;M;200
2018;5812;Roma Europea;F;91
2018;5812;Roma Europea;M;82
2018;5813;Roma UNINETTUNO - telematica;F;221
2018;5813;Roma UNINETTUNO - telematica;M;312
2018;5814;Roma  Mercatorum - telematica;F;29
2018;5814;Roma  Mercatorum - telematica;M;56
2018;5815;Roma UNICUSANO - telematica;F;1651
2018;5815;Roma UNICUSANO - telematica;M;2410
2018;5816;Roma San Raffaele - telematica;F;283
2018;5816;Roma San Raffaele - telematica;M;304
2018;5817;Roma Link Campus;F;148
2018;5817;Roma Link Campus;M;302
2018;6001;Cassino;F;840
2018;6001;Cassino;M;596
2018;6201;Sannio;F;509
2018;6201;Sannio;M;394
2018;6202;Benevento Giustino Fortunato - telematica;F;106
2018;6202;Benevento Giustino Fortunato - telematica;M;181
2018;6301;Napoli Federico II;F;7458
2018;6301;Napoli Federico II;M;5866
2018;6302;Napoli Parthenope;F;1011
2018;6302;Napoli Parthenope;M;1194
2018;6303;Napoli L'Orientale;F;1500
2018;6303;Napoli L'Orientale;M;370
2018;6304;Napoli Benincasa;F;1542
2018;6304;Napoli Benincasa;M;213
2018;6306;Napoli Vanvitelli;F;2616
2018;6306;Napoli Vanvitelli;M;1827
2018;6307;Napoli Pegaso - telematica;F;2669
2018;6307;Napoli Pegaso - telematica;M;3849
2018;6501;Salerno;F;3118
2018;6501;Salerno;M;2305
2018;6601;L'Aquila;F;1827
2018;6601;L'Aquila;M;1233
2018;6701;Teramo;F;576
2018;6701;Teramo;M;402
2018;6901;Chieti e Pescara;F;3193
2018;6901;Chieti e Pescara;M;1596
2018;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;9
2018;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;4
2018;7001;Molise;F;603
2018;7001;Molise;M;413
2018;7101;Foggia;F;1034
2018;7101;Foggia;M;645
2018;7201;Bari;F;4762
2018;7201;Bari;M;2808
2018;7202;Bari Politecnico;F;644
2018;7202;Bari Politecnico;M;1273
2018;7203;Casamassima - G.Degennaro;F;128
2018;7203;Casamassima - G.Degennaro;M;209
2018;7501;Salento;F;2069
2018;7501;Salento;M;1072
2018;7601;Basilicata;F;575
2018;7601;Basilicata;M;376
2018;7801;Calabria;F;2560
2018;7801;Calabria;M;1677
2018;7901;Catanzaro;F;882
2018;7901;Catanzaro;M;568
2018;8001;Reggio Calabria;F;444
2018;8001;Reggio Calabria;M;439
2018;8003;Reggio Calabria - Dante Alighieri;F;174
2018;8003;Reggio Calabria - Dante Alighieri;M;35
2018;8201;Palermo;F;4380
2018;8201;Palermo;M;2760
2018;8301;Messina;F;2572
2018;8301;Messina;M;1334
2018;8601;Enna KORE;F;712
2018;8601;Enna KORE;M;428
2018;8701;Catania;F;3717
2018;8701;Catania;M;2493
2018;9001;Sassari;F;1405
2018;9001;Sassari;M;752
2018;9201;Cagliari;F;2428
2018;9201;Cagliari;M;1623
2017;101;Torino;F;7802
2017;101;Torino;M;4743
2017;102;Torino Politecnico;F;2079
2017;102;Torino Politecnico;M;4617
2017;201;Piemonte Orientale;F;1167
2017;201;Piemonte Orientale;M;659
2017;401;Bra Scienze Gastronomiche;F;53
2017;401;Bra Scienze Gastronomiche;M;52
2017;701;Aosta;F;187
2017;701;Aosta;M;70
2017;1001;Genova;F;3309
2017;1001;Genova;M;2461
2017;1201;Castellanza LIUC;F;222
2017;1201;Castellanza LIUC;M;371
2017;1202;Insubria;F;978
2017;1202;Insubria;M;651
2017;1301;Novedrate e-Campus - telematica;F;860
2017;1301;Novedrate e-Campus - telematica;M;818
2017;1501;Milano;F;7114
2017;1501;Milano;M;4324
2017;1502;Milano Politecnico;F;4038
2017;1502;Milano Politecnico;M;7000
2017;1503;Milano Bocconi;F;2184
2017;1503;Milano Bocconi;M;2323
2017;1504;Milano Cattolica;F;6578
2017;1504;Milano Cattolica;M;3405
2017;1505;Milano IULM;F;954
2017;1505;Milano IULM;M;307
2017;1508;Milano San Raffaele;F;334
2017;1508;Milano San Raffaele;M;195
2017;1509;Milano Bicocca;F;4285
2017;1509;Milano Bicocca;M;2413
2017;1510;Rozzano (MI) Humanitas University;F;13
2017;1510;Rozzano (MI) Humanitas University;M;3
2017;1601;Bergamo;F;2111
2017;1601;Bergamo;M;1049
2017;1701;Brescia;F;1272
2017;1701;Brescia;M;1361
2017;1801;Pavia;F;2527
2017;1801;Pavia;M;1894
2017;2101;Bolzano;F;432
2017;2101;Bolzano;M;179
2017;2201;Trento;F;1838
2017;2201;Trento;M;1689
2017;2301;Verona;F;3203
2017;2301;Verona;M;1609
2017;2701;Ca' Foscari Venezia;F;3199
2017;2701;Ca' Foscari Venezia;M;1530
2017;2702;Venezia Iuav;F;703
2017;2702;Venezia Iuav;M;592
2017;2801;Padova;F;7251
2017;2801;Padova;M;5508
2017;3001;Udine;F;1579
2017;3001;Udine;M;1248
2017;3201;Trieste;F;1685
2017;3201;Trieste;M;1178
2017;3401;Parma;F;2608
2017;3401;Parma;M;1975
2017;3601;Modena e Reggio Emilia;F;2447
2017;3601;Modena e Reggio Emilia;M;1792
2017;3701;Bologna;F;10272
2017;3701;Bologna;M;7589
2017;3801;Ferrara;F;1692
2017;3801;Ferrara;M;1284
2017;4101;Urbino;F;1640
2017;4101;Urbino;M;930
2017;4201;Marche;F;1432
2017;4201;Marche;M;1550
2017;4301;Macerata;F;1498
2017;4301;Macerata;M;482
2017;4302;Camerino;F;523
2017;4302;Camerino;M;497
2017;4801;Firenze;F;4983
2017;4801;Firenze;M;3296
2017;4804;Firenze IUL - telematica;F;26
2017;5001;Pisa;F;3679
2017;5001;Pisa;M;3394
2017;5201;Siena;F;1622
2017;5201;Siena;M;1163
2017;5202;Siena Stranieri;F;265
2017;5202;Siena Stranieri;M;46
2017;5401;Perugia;F;2407
2017;5401;Perugia;M;1759
2017;5403;Perugia Stranieri;F;138
2017;5403;Perugia Stranieri;M;79
2017;5601;Tuscia;F;594
2017;5601;Tuscia;M;744
2017;5801;Roma La Sapienza;F;11056
2017;5801;Roma La Sapienza;M;7463
2017;5802;Roma Tor Vergata;F;3043
2017;5802;Roma Tor Vergata;M;2888
2017;5803;Roma LUMSA;F;952
2017;5803;Roma LUMSA;M;362
2017;5805;Roma LUISS;F;1115
2017;5805;Roma LUISS;M;1279
2017;5806;Roma Foro Italico;F;167
2017;5806;Roma Foro Italico;M;343
2017;5807;Roma Tre;F;3888
2017;5807;Roma Tre;M;2442
2017;5808;Roma Biomedico;F;258
2017;5808;Roma Biomedico;M;148
2017;5809;Roma UNINT;F;353
2017;5809;Roma UNINT;M;89
2017;5810;Roma Marconi - telematica;F;706
2017;5810;Roma Marconi - telematica;M;782
2017;5811;Roma UNITELMA - telematica;F;134
2017;5811;Roma UNITELMA - telematica;M;176
2017;5812;Roma Europea;F;145
2017;5812;Roma Europea;M;71
2017;5813;Roma UNINETTUNO - telematica;F;189
2017;5813;Roma UNINETTUNO - telematica;M;301
2017;5814;Roma  Mercatorum - telematica;F;24
2017;5814;Roma  Mercatorum - telematica;M;39
2017;5815;Roma UNICUSANO - telematica;F;1441
2017;5815;Roma UNICUSANO - telematica;M;1858
2017;5816;Roma San Raffaele - telematica;F;140
2017;5816;Roma San Raffaele - telematica;M;192
2017;5817;Roma Link Campus;F;149
2017;5817;Roma Link Campus;M;295
2017;6001;Cassino;F;722
2017;6001;Cassino;M;558
2017;6201;Sannio;F;465
2017;6201;Sannio;M;398
2017;6202;Benevento Giustino Fortunato - telematica;F;92
2017;6202;Benevento Giustino Fortunato - telematica;M;149
2017;6301;Napoli Federico II;F;7345
2017;6301;Napoli Federico II;M;5650
2017;6302;Napoli Parthenope;F;1024
2017;6302;Napoli Parthenope;M;1273
2017;6303;Napoli L'Orientale;F;1563
2017;6303;Napoli L'Orientale;M;346
2017;6304;Napoli Benincasa;F;1548
2017;6304;Napoli Benincasa;M;227
2017;6306;Napoli Vanvitelli;F;2848
2017;6306;Napoli Vanvitelli;M;1863
2017;6307;Napoli Pegaso - telematica;F;1651
2017;6307;Napoli Pegaso - telematica;M;2499
2017;6501;Salerno;F;3230
2017;6501;Salerno;M;2029
2017;6601;L'Aquila;F;2023
2017;6601;L'Aquila;M;1449
2017;6701;Teramo;F;602
2017;6701;Teramo;M;420
2017;6901;Chieti e Pescara;F;3396
2017;6901;Chieti e Pescara;M;1582
2017;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;16
2017;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;13
2017;7001;Molise;F;639
2017;7001;Molise;M;422
2017;7101;Foggia;F;1005
2017;7101;Foggia;M;565
2017;7201;Bari;F;4912
2017;7201;Bari;M;2643
2017;7202;Bari Politecnico;F;665
2017;7202;Bari Politecnico;M;1295
2017;7203;Casamassima - G.Degennaro;F;104
2017;7203;Casamassima - G.Degennaro;M;161
2017;7501;Salento;F;2099
2017;7501;Salento;M;1028
2017;7601;Basilicata;F;515
2017;7601;Basilicata;M;379
2017;7801;Calabria;F;2739
2017;7801;Calabria;M;1822
2017;7901;Catanzaro;F;952
2017;7901;Catanzaro;M;605
2017;8001;Reggio Calabria;F;441
2017;8001;Reggio Calabria;M;487
2017;8003;Reggio Calabria - Dante Alighieri;F;178
2017;8003;Reggio Calabria - Dante Alighieri;M;41
2017;8201;Palermo;F;4455
2017;8201;Palermo;M;2848
2017;8301;Messina;F;2424
2017;8301;Messina;M;1264
2017;8601;Enna KORE;F;751
2017;8601;Enna KORE;M;400
2017;8701;Catania;F;3879
2017;8701;Catania;M;2496
2017;9001;Sassari;F;1328
2017;9001;Sassari;M;725
2017;9201;Cagliari;F;2457
2017;9201;Cagliari;M;1555
2016;101;Torino;F;7702
2016;101;Torino;M;4687
2016;102;Torino Politecnico;F;1957
2016;102;Torino Politecnico;M;4482
2016;201;Piemonte Orientale;F;1118
2016;201;Piemonte Orientale;M;657
2016;401;Bra Scienze Gastronomiche;F;52
2016;401;Bra Scienze Gastronomiche;M;26
2016;701;Aosta;F;145
2016;701;Aosta;M;44
2016;1001;Genova;F;3392
2016;1001;Genova;M;2572
2016;1201;Castellanza LIUC;F;223
2016;1201;Castellanza LIUC;M;397
2016;1202;Insubria;F;868
2016;1202;Insubria;M;626
2016;1301;Novedrate e-Campus - telematica;F;478
2016;1301;Novedrate e-Campus - telematica;M;421
2016;1501;Milano;F;7034
2016;1501;Milano;M;4446
2016;1502;Milano Politecnico;F;3820
2016;1502;Milano Politecnico;M;6675
2016;1503;Milano Bocconi;F;2263
2016;1503;Milano Bocconi;M;2359
2016;1504;Milano Cattolica;F;6142
2016;1504;Milano Cattolica;M;3202
2016;1505;Milano IULM;F;785
2016;1505;Milano IULM;M;325
2016;1508;Milano San Raffaele;F;327
2016;1508;Milano San Raffaele;M;167
2016;1509;Milano Bicocca;F;4264
2016;1509;Milano Bicocca;M;2415
2016;1510;Rozzano (MI) Humanitas University;F;4
2016;1510;Rozzano (MI) Humanitas University;M;3
2016;1601;Bergamo;F;1954
2016;1601;Bergamo;M;1049
2016;1701;Brescia;F;1231
2016;1701;Brescia;M;1277
2016;1801;Pavia;F;2479
2016;1801;Pavia;M;1878
2016;2101;Bolzano;F;365
2016;2101;Bolzano;M;159
2016;2201;Trento;F;1803
2016;2201;Trento;M;1773
2016;2301;Verona;F;2932
2016;2301;Verona;M;1433
2016;2701;Ca' Foscari Venezia;F;3230
2016;2701;Ca' Foscari Venezia;M;1555
2016;2702;Venezia Iuav;F;682
2016;2702;Venezia Iuav;M;632
2016;2801;Padova;F;6980
2016;2801;Padova;M;5377
2016;3001;Udine;F;1625
2016;3001;Udine;M;1398
2016;3201;Trieste;F;1863
2016;3201;Trieste;M;1270
2016;3401;Parma;F;2590
2016;3401;Parma;M;1945
2016;3601;Modena e Reggio Emilia;F;2268
2016;3601;Modena e Reggio Emilia;M;1792
2016;3701;Bologna;F;9998
2016;3701;Bologna;M;7099
2016;3801;Ferrara;F;1643
2016;3801;Ferrara;M;1222
2016;4101;Urbino;F;1648
2016;4101;Urbino;M;871
2016;4201;Marche;F;1410
2016;4201;Marche;M;1557
2016;4301;Macerata;F;1306
2016;4301;Macerata;M;444
2016;4302;Camerino;F;550
2016;4302;Camerino;M;515
2016;4801;Firenze;F;4987
2016;4801;Firenze;M;3261
2016;4804;Firenze IUL - telematica;F;5
2016;4804;Firenze IUL - telematica;M;3
2016;5001;Pisa;F;3620
2016;5001;Pisa;M;3348
2016;5201;Siena;F;1754
2016;5201;Siena;M;1153
2016;5202;Siena Stranieri;F;257
2016;5202;Siena Stranieri;M;41
2016;5401;Perugia;F;2618
2016;5401;Perugia;M;1845
2016;5403;Perugia Stranieri;F;156
2016;5403;Perugia Stranieri;M;69
2016;5601;Tuscia;F;601
2016;5601;Tuscia;M;639
2016;5801;Roma La Sapienza;F;10882
2016;5801;Roma La Sapienza;M;7363
2016;5802;Roma Tor Vergata;F;3023
2016;5802;Roma Tor Vergata;M;3002
2016;5803;Roma LUMSA;F;927
2016;5803;Roma LUMSA;M;357
2016;5805;Roma LUISS;F;1156
2016;5805;Roma LUISS;M;1175
2016;5806;Roma Foro Italico;F;181
2016;5806;Roma Foro Italico;M;326
2016;5807;Roma Tre;F;3753
2016;5807;Roma Tre;M;2448
2016;5808;Roma Biomedico;F;296
2016;5808;Roma Biomedico;M;148
2016;5809;Roma UNINT;F;305
2016;5809;Roma UNINT;M;85
2016;5810;Roma Marconi - telematica;F;709
2016;5810;Roma Marconi - telematica;M;917
2016;5811;Roma UNITELMA - telematica;F;154
2016;5811;Roma UNITELMA - telematica;M;191
2016;5812;Roma Europea;F;129
2016;5812;Roma Europea;M;56
2016;5813;Roma UNINETTUNO - telematica;F;250
2016;5813;Roma UNINETTUNO - telematica;M;320
2016;5814;Roma  Mercatorum - telematica;F;5
2016;5814;Roma  Mercatorum - telematica;M;6
2016;5815;Roma UNICUSANO - telematica;F;1030
2016;5815;Roma UNICUSANO - telematica;M;1489
2016;5816;Roma San Raffaele - telematica;F;98
2016;5816;Roma San Raffaele - telematica;M;134
2016;5817;Roma Link Campus;F;90
2016;5817;Roma Link Campus;M;190
2016;6001;Cassino;F;855
2016;6001;Cassino;M;559
2016;6201;Sannio;F;468
2016;6201;Sannio;M;434
2016;6202;Benevento Giustino Fortunato - telematica;F;77
2016;6202;Benevento Giustino Fortunato - telematica;M;121
2016;6301;Napoli Federico II;F;7374
2016;6301;Napoli Federico II;M;5474
2016;6302;Napoli Parthenope;F;1089
2016;6302;Napoli Parthenope;M;1106
2016;6303;Napoli L'Orientale;F;1352
2016;6303;Napoli L'Orientale;M;330
2016;6304;Napoli Benincasa;F;1335
2016;6304;Napoli Benincasa;M;210
2016;6306;Napoli Vanvitelli;F;2844
2016;6306;Napoli Vanvitelli;M;1888
2016;6307;Napoli Pegaso - telematica;F;1167
2016;6307;Napoli Pegaso - telematica;M;1973
2016;6501;Salerno;F;3077
2016;6501;Salerno;M;1884
2016;6601;L'Aquila;F;2274
2016;6601;L'Aquila;M;1484
2016;6701;Teramo;F;544
2016;6701;Teramo;M;424
2016;6901;Chieti e Pescara;F;3606
2016;6901;Chieti e Pescara;M;1601
2016;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;20
2016;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;21
2016;7001;Molise;F;665
2016;7001;Molise;M;421
2016;7101;Foggia;F;998
2016;7101;Foggia;M;539
2016;7201;Bari;F;4880
2016;7201;Bari;M;2666
2016;7202;Bari Politecnico;F;712
2016;7202;Bari Politecnico;M;1347
2016;7203;Casamassima - G.Degennaro;F;102
2016;7203;Casamassima - G.Degennaro;M;164
2016;7501;Salento;F;2237
2016;7501;Salento;M;1081
2016;7601;Basilicata;F;486
2016;7601;Basilicata;M;374
2016;7801;Calabria;F;2788
2016;7801;Calabria;M;1684
2016;7901;Catanzaro;F;798
2016;7901;Catanzaro;M;467
2016;8001;Reggio Calabria;F;437
2016;8001;Reggio Calabria;M;536
2016;8003;Reggio Calabria - Dante Alighieri;F;185
2016;8003;Reggio Calabria - Dante Alighieri;M;31
2016;8201;Palermo;F;4771
2016;8201;Palermo;M;2898
2016;8301;Messina;F;2894
2016;8301;Messina;M;1473
2016;8601;Enna KORE;F;699
2016;8601;Enna KORE;M;395
2016;8701;Catania;F;3924
2016;8701;Catania;M;2399
2016;9001;Sassari;F;1294
2016;9001;Sassari;M;673
2016;9201;Cagliari;F;2436
2016;9201;Cagliari;M;1493
2015;101;Torino;F;7393
2015;101;Torino;M;4404
2015;102;Torino Politecnico;F;1937
2015;102;Torino Politecnico;M;4494
2015;201;Piemonte Orientale;F;1126
2015;201;Piemonte Orientale;M;635
2015;401;Bra Scienze Gastronomiche;F;39
2015;401;Bra Scienze Gastronomiche;M;32
2015;701;Aosta;F;138
2015;701;Aosta;M;46
2015;1001;Genova;F;3403
2015;1001;Genova;M;2510
2015;1201;Castellanza LIUC;F;216
2015;1201;Castellanza LIUC;M;319
2015;1202;Insubria;F;904
2015;1202;Insubria;M;662
2015;1301;Novedrate e-Campus - telematica;F;508
2015;1301;Novedrate e-Campus - telematica;M;406
2015;1501;Milano;F;6642
2015;1501;Milano;M;4226
2015;1502;Milano Politecnico;F;3829
2015;1502;Milano Politecnico;M;6540
2015;1503;Milano Bocconi;F;2148
2015;1503;Milano Bocconi;M;2235
2015;1504;Milano Cattolica;F;6138
2015;1504;Milano Cattolica;M;3066
2015;1505;Milano IULM;F;822
2015;1505;Milano IULM;M;313
2015;1508;Milano San Raffaele;F;284
2015;1508;Milano San Raffaele;M;160
2015;1509;Milano Bicocca;F;4233
2015;1509;Milano Bicocca;M;2245
2015;1601;Bergamo;F;1839
2015;1601;Bergamo;M;1032
2015;1701;Brescia;F;1238
2015;1701;Brescia;M;1241
2015;1801;Pavia;F;2632
2015;1801;Pavia;M;1953
2015;2101;Bolzano;F;292
2015;2101;Bolzano;M;161
2015;2201;Trento;F;1864
2015;2201;Trento;M;1662
2015;2301;Verona;F;2989
2015;2301;Verona;M;1432
2015;2701;Ca' Foscari Venezia;F;3164
2015;2701;Ca' Foscari Venezia;M;1472
2015;2702;Venezia Iuav;F;740
2015;2702;Venezia Iuav;M;684
2015;2801;Padova;F;6552
2015;2801;Padova;M;4993
2015;3001;Udine;F;1676
2015;3001;Udine;M;1204
2015;3201;Trieste;F;1890
2015;3201;Trieste;M;1293
2015;3401;Parma;F;2788
2015;3401;Parma;M;2005
2015;3601;Modena e Reggio Emilia;F;2198
2015;3601;Modena e Reggio Emilia;M;1631
2015;3701;Bologna;F;9797
2015;3701;Bologna;M;6865
2015;3801;Ferrara;F;1714
2015;3801;Ferrara;M;1284
2015;4101;Urbino;F;1551
2015;4101;Urbino;M;808
2015;4201;Marche;F;1484
2015;4201;Marche;M;1604
2015;4301;Macerata;F;1254
2015;4301;Macerata;M;433
2015;4302;Camerino;F;617
2015;4302;Camerino;M;583
2015;4801;Firenze;F;4965
2015;4801;Firenze;M;2942
2015;4804;Firenze IUL - telematica;F;6
2015;4804;Firenze IUL - telematica;M;1
2015;5001;Pisa;F;3701
2015;5001;Pisa;M;3248
2015;5201;Siena;F;1751
2015;5201;Siena;M;1143
2015;5202;Siena Stranieri;F;185
2015;5202;Siena Stranieri;M;35
2015;5401;Perugia;F;2483
2015;5401;Perugia;M;1879
2015;5403;Perugia Stranieri;F;172
2015;5403;Perugia Stranieri;M;83
2015;5601;Tuscia;F;648
2015;5601;Tuscia;M;610
2015;5801;Roma La Sapienza;F;10875
2015;5801;Roma La Sapienza;M;7162
2015;5802;Roma Tor Vergata;F;2967
2015;5802;Roma Tor Vergata;M;2697
2015;5803;Roma LUMSA;F;855
2015;5803;Roma LUMSA;M;370
2015;5805;Roma LUISS;F;1084
2015;5805;Roma LUISS;M;1047
2015;5806;Roma Foro Italico;F;170
2015;5806;Roma Foro Italico;M;300
2015;5807;Roma Tre;F;3635
2015;5807;Roma Tre;M;2384
2015;5808;Roma Biomedico;F;221
2015;5808;Roma Biomedico;M;125
2015;5809;Roma UNINT;F;245
2015;5809;Roma UNINT;M;90
2015;5810;Roma Marconi - telematica;F;649
2015;5810;Roma Marconi - telematica;M;871
2015;5811;Roma UNITELMA - telematica;F;145
2015;5811;Roma UNITELMA - telematica;M;165
2015;5812;Roma Europea;F;152
2015;5812;Roma Europea;M;81
2015;5813;Roma UNINETTUNO - telematica;F;193
2015;5813;Roma UNINETTUNO - telematica;M;324
2015;5814;Roma  Mercatorum - telematica;F;10
2015;5814;Roma  Mercatorum - telematica;M;8
2015;5815;Roma UNICUSANO - telematica;F;900
2015;5815;Roma UNICUSANO - telematica;M;1453
2015;5816;Roma San Raffaele - telematica;F;56
2015;5816;Roma San Raffaele - telematica;M;88
2015;5817;Roma Link Campus;F;118
2015;5817;Roma Link Campus;M;260
2015;6001;Cassino;F;822
2015;6001;Cassino;M;577
2015;6201;Sannio;F;509
2015;6201;Sannio;M;415
2015;6202;Benevento Giustino Fortunato - telematica;F;54
2015;6202;Benevento Giustino Fortunato - telematica;M;99
2015;6301;Napoli Federico II;F;7344
2015;6301;Napoli Federico II;M;5502
2015;6302;Napoli Parthenope;F;962
2015;6302;Napoli Parthenope;M;1199
2015;6303;Napoli L'Orientale;F;1290
2015;6303;Napoli L'Orientale;M;316
2015;6304;Napoli Benincasa;F;1374
2015;6304;Napoli Benincasa;M;227
2015;6306;Napoli Vanvitelli;F;2672
2015;6306;Napoli Vanvitelli;M;1761
2015;6307;Napoli Pegaso - telematica;F;908
2015;6307;Napoli Pegaso - telematica;M;1680
2015;6501;Salerno;F;2954
2015;6501;Salerno;M;1714
2015;6601;L'Aquila;F;1954
2015;6601;L'Aquila;M;1465
2015;6701;Teramo;F;569
2015;6701;Teramo;M;414
2015;6901;Chieti e Pescara;F;3695
2015;6901;Chieti e Pescara;M;1651
2015;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;23
2015;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;26
2015;7001;Molise;F;652
2015;7001;Molise;M;397
2015;7101;Foggia;F;924
2015;7101;Foggia;M;542
2015;7201;Bari;F;4911
2015;7201;Bari;M;2386
2015;7202;Bari Politecnico;F;559
2015;7202;Bari Politecnico;M;1095
2015;7203;Casamassima - G.Degennaro;F;128
2015;7203;Casamassima - G.Degennaro;M;199
2015;7501;Salento;F;2289
2015;7501;Salento;M;979
2015;7601;Basilicata;F;540
2015;7601;Basilicata;M;351
2015;7801;Calabria;F;2800
2015;7801;Calabria;M;1699
2015;7901;Catanzaro;F;668
2015;7901;Catanzaro;M;427
2015;8001;Reggio Calabria;F;503
2015;8001;Reggio Calabria;M;510
2015;8003;Reggio Calabria - Dante Alighieri;F;124
2015;8003;Reggio Calabria - Dante Alighieri;M;26
2015;8201;Palermo;F;4942
2015;8201;Palermo;M;2994
2015;8301;Messina;F;2920
2015;8301;Messina;M;1401
2015;8601;Enna KORE;F;662
2015;8601;Enna KORE;M;384
2015;8701;Catania;F;4162
2015;8701;Catania;M;2435
2015;9001;Sassari;F;1373
2015;9001;Sassari;M;716
2015;9201;Cagliari;F;2446
2015;9201;Cagliari;M;1447
2014;101;Torino;F;7190
2014;101;Torino;M;4368
2014;102;Torino Politecnico;F;2003
2014;102;Torino Politecnico;M;4169
2014;201;Piemonte Orientale;F;1014
2014;201;Piemonte Orientale;M;568
2014;401;Bra Scienze Gastronomiche;F;42
2014;401;Bra Scienze Gastronomiche;M;34
2014;701;Aosta;F;148
2014;701;Aosta;M;46
2014;1001;Genova;F;3673
2014;1001;Genova;M;2563
2014;1201;Castellanza LIUC;F;191
2014;1201;Castellanza LIUC;M;310
2014;1202;Insubria;F;863
2014;1202;Insubria;M;634
2014;1301;Novedrate e-Campus - telematica;F;430
2014;1301;Novedrate e-Campus - telematica;M;382
2014;1501;Milano;F;6690
2014;1501;Milano;M;3991
2014;1502;Milano Politecnico;F;3781
2014;1502;Milano Politecnico;M;6261
2014;1503;Milano Bocconi;F;2131
2014;1503;Milano Bocconi;M;2216
2014;1504;Milano Cattolica;F;6494
2014;1504;Milano Cattolica;M;3101
2014;1505;Milano IULM;F;821
2014;1505;Milano IULM;M;324
